Order_ID,Ship_Mode,Ship_Date,Ship_id
20036,REGULAR AIR,5/12/2010,4256
20036,REGULAR AIR,7/12/2010,4257
20964,REGULAR AIR,1/4/2012,4258
21121,REGULAR AIR,17-09-2009,4259
21314,REGULAR AIR,4/11/2009,4260
21314,REGULAR AIR,6/11/2009,4261
21314,DELIVERY TRUCK,9/11/2009,4262
21702,DELIVERY TRUCK,18-12-2010,4263
21925,REGULAR AIR,14-07-2012,4264
22432,REGULAR AIR,29-11-2012,4265
22819,REGULAR AIR,12/11/2012,4266
22917,EXPRESS AIR,4/3/2009,4267
23107,REGULAR AIR,14-06-2011,4268
23556,EXPRESS AIR,10/1/2011,4269
23777,REGULAR AIR,27-11-2012,4270
24098,REGULAR AIR,18-04-2012,4271
24098,REGULAR AIR,19-04-2012,4272
24227,REGULAR AIR,18-08-2010,4273
24614,REGULAR AIR,28-11-2009,4274
25637,DELIVERY TRUCK,27-02-2012,4275
26695,REGULAR AIR,8/6/2010,4276
27078,REGULAR AIR,13-08-2012,4277
29376,REGULAR AIR,13-08-2012,4278
29766,REGULAR AIR,22-03-2009,4279
29766,REGULAR AIR,21-03-2009,4280
30278,REGULAR AIR,9/10/2009,4281
30626,EXPRESS AIR,26-04-2011,4282
30851,REGULAR AIR,25-09-2010,4283
31718,REGULAR AIR,1/12/2010,4284
31718,REGULAR AIR,4/12/2010,4285
32070,REGULAR AIR,17-07-2009,4286
34661,REGULAR AIR,22-01-2010,4287
34754,REGULAR AIR,6/6/2012,4288
35392,REGULAR AIR,23-02-2012,4289
36103,REGULAR AIR,1/5/2012,4290
37157,REGULAR AIR,22-02-2010,4291
38176,EXPRESS AIR,16-08-2010,4292
38176,EXPRESS AIR,17-08-2010,4293
38531,EXPRESS AIR,12/12/2011,4294
40354,REGULAR AIR,4/1/2009,4295
40354,DELIVERY TRUCK,4/1/2009,4296
40832,REGULAR AIR,30-03-2010,4297
41632,REGULAR AIR,8/12/2010,4298
41825,REGULAR AIR,23-08-2009,4299
42373,EXPRESS AIR,18-08-2011,4300
44423,REGULAR AIR,30-07-2012,4301
45863,EXPRESS AIR,23-09-2010,4302
47078,REGULAR AIR,19-04-2010,4303
47078,REGULAR AIR,20-04-2010,4304
47747,EXPRESS AIR,23-11-2011,4305
47810,REGULAR AIR,15-08-2011,4306
48896,REGULAR AIR,30-10-2009,4307
49830,EXPRESS AIR,11/7/2009,4308
52389,REGULAR AIR,21-10-2011,4309
52576,DELIVERY TRUCK,28-03-2009,4310
53605,REGULAR AIR,5/8/2010,4311
53605,DELIVERY TRUCK,5/8/2010,4312
53891,REGULAR AIR,23-01-2009,4313
53891,EXPRESS AIR,23-01-2009,4314
55460,REGULAR AIR,28-05-2012,4315
55460,REGULAR AIR,27-05-2012,4316
55877,EXPRESS AIR,4/2/2010,4317
55877,REGULAR AIR,3/2/2010,4318
56647,REGULAR AIR,4/8/2011,4319
57475,REGULAR AIR,11/10/2010,4320
57475,REGULAR AIR,4/10/2010,4321
57475,REGULAR AIR,6/10/2010,4322
57537,EXPRESS AIR,19-09-2012,4323
57537,REGULAR AIR,19-09-2012,4324
57537,REGULAR AIR,18-09-2012,4325
57698,REGULAR AIR,7/1/2012,4326
57698,REGULAR AIR,8/1/2012,4327
58241,REGULAR AIR,8/9/2010,4328
96,REGULAR AIR,18-04-2009,4329
610,EXPRESS AIR,3/8/2011,4330
612,REGULAR AIR,22-10-2012,4331
1440,REGULAR AIR,11/8/2011,4332
3749,REGULAR AIR,25-02-2011,4333
4070,EXPRESS AIR,11/6/2011,4334
4774,REGULAR AIR,20-04-2010,4335
6947,REGULAR AIR,21-07-2011,4336
6979,REGULAR AIR,28-02-2009,4337
7107,REGULAR AIR,4/1/2012,4338
7107,REGULAR AIR,6/1/2012,4339
7107,REGULAR AIR,5/1/2012,4340
8288,REGULAR AIR,10/5/2011,4341
8678,REGULAR AIR,5/10/2012,4342
10659,REGULAR AIR,14-05-2009,4343
10695,REGULAR AIR,3/5/2011,4344
11719,DELIVERY TRUCK,6/2/2011,4345
11719,REGULAR AIR,5/2/2011,4346
11908,DELIVERY TRUCK,27-05-2010,4347
13765,REGULAR AIR,7/4/2009,4348
14055,REGULAR AIR,3/9/2009,4349
14342,REGULAR AIR,27-04-2009,4350
14756,REGULAR AIR,31-08-2009,4351
14785,REGULAR AIR,9/10/2009,4352
14785,REGULAR AIR,10/10/2009,4353
14855,EXPRESS AIR,2/5/2010,4354
14855,REGULAR AIR,2/5/2010,4355
14855,DELIVERY TRUCK,2/5/2010,4356
15045,DELIVERY TRUCK,22-08-2010,4357
19621,REGULAR AIR,8/9/2011,4358
19621,EXPRESS AIR,8/9/2011,4359
20036,DELIVERY TRUCK,8/12/2010,4360
20773,REGULAR AIR,6/3/2009,4361
20967,REGULAR AIR,15-03-2011,4362
20967,REGULAR AIR,16-03-2011,4363
21478,REGULAR AIR,4/3/2012,4364
21478,REGULAR AIR,6/3/2012,4365
21633,REGULAR AIR,28-03-2009,4366
21696,REGULAR AIR,22-10-2010,4367
22851,REGULAR AIR,2/3/2009,4368
22851,REGULAR AIR,3/3/2009,4369
22851,EXPRESS AIR,2/3/2009,4370
23557,REGULAR AIR,1/6/2011,4371
24577,REGULAR AIR,2/3/2010,4372
24961,DELIVERY TRUCK,2/2/2010,4373
24966,REGULAR AIR,18-12-2011,4374
27363,REGULAR AIR,19-10-2011,4375
29028,DELIVERY TRUCK,7/2/2011,4376
29156,REGULAR AIR,1/3/2010,4377
29282,REGULAR AIR,30-11-2012,4378
29957,DELIVERY TRUCK,14-03-2010,4379
30053,DELIVERY TRUCK,3/2/2009,4380
30081,REGULAR AIR,19-12-2011,4381
30214,EXPRESS AIR,11/10/2009,4382
30497,EXPRESS AIR,8/2/2011,4383
30497,REGULAR AIR,8/2/2011,4384
30917,REGULAR AIR,3/11/2010,4385
30917,REGULAR AIR,5/11/2010,4386
31681,REGULAR AIR,8/11/2012,4387
31777,DELIVERY TRUCK,21-10-2011,4388
31777,REGULAR AIR,19-10-2011,4389
32710,REGULAR AIR,17-11-2009,4390
33060,REGULAR AIR,20-02-2010,4391
33254,REGULAR AIR,5/11/2011,4392
33605,REGULAR AIR,5/4/2012,4393
34180,EXPRESS AIR,3/9/2011,4394
35137,EXPRESS AIR,19-07-2010,4395
35137,REGULAR AIR,20-07-2010,4396
36838,EXPRESS AIR,17-04-2009,4397
37252,REGULAR AIR,21-11-2011,4398
37252,REGULAR AIR,23-11-2011,4399
37252,DELIVERY TRUCK,24-11-2011,4400
38979,DELIVERY TRUCK,26-02-2010,4401
38979,REGULAR AIR,3/3/2010,4402
39619,REGULAR AIR,8/1/2012,4403
40101,EXPRESS AIR,5/2/2009,4404
41542,DELIVERY TRUCK,27-09-2009,4405
42565,REGULAR AIR,29-09-2010,4406
42823,EXPRESS AIR,27-06-2010,4407
43398,DELIVERY TRUCK,25-04-2011,4408
44002,REGULAR AIR,9/2/2009,4409
44002,REGULAR AIR,7/2/2009,4410
44196,REGULAR AIR,24-08-2009,4411
44359,REGULAR AIR,1/12/2010,4412
44871,REGULAR AIR,5/5/2011,4413
46055,REGULAR AIR,4/6/2012,4414
46624,REGULAR AIR,27-04-2010,4415
46624,REGULAR AIR,28-04-2010,4416
47079,DELIVERY TRUCK,18-12-2011,4417
47494,REGULAR AIR,2/7/2009,4418
47494,REGULAR AIR,1/7/2009,4419
47622,REGULAR AIR,13-09-2012,4420
47938,REGULAR AIR,1/7/2009,4421
48032,REGULAR AIR,27-08-2010,4422
49062,REGULAR AIR,18-04-2012,4423
49541,REGULAR AIR,17-01-2009,4424
49799,DELIVERY TRUCK,26-08-2009,4425
49799,REGULAR AIR,25-08-2009,4426
49828,EXPRESS AIR,31-08-2011,4427
50054,REGULAR AIR,8/9/2010,4428
50370,EXPRESS AIR,7/11/2012,4429
51009,REGULAR AIR,7/11/2011,4430
55200,REGULAR AIR,30-08-2010,4431
55808,DELIVERY TRUCK,16-02-2011,4432
55808,REGULAR AIR,16-02-2011,4433
55937,REGULAR AIR,28-01-2009,4434
55937,DELIVERY TRUCK,28-01-2009,4435
56161,EXPRESS AIR,16-04-2012,4436
57477,REGULAR AIR,28-09-2010,4437
57477,REGULAR AIR,27-09-2010,4438
59044,REGULAR AIR,22-07-2011,4439
59204,REGULAR AIR,1/3/2012,4440
59969,REGULAR AIR,13-01-2012,4441
59969,REGULAR AIR,12/1/2012,4442
166,EXPRESS AIR,13-09-2011,4443
197,REGULAR AIR,8/4/2011,4444
231,REGULAR AIR,30-09-2009,4445
487,REGULAR AIR,18-08-2012,4446
710,REGULAR AIR,5/1/2010,4447
710,REGULAR AIR,3/1/2010,4448
710,DELIVERY TRUCK,5/1/2010,4449
801,REGULAR AIR,20-02-2012,4450
870,REGULAR AIR,19-06-2010,4451
1253,REGULAR AIR,25-01-2010,4452
1542,REGULAR AIR,16-09-2010,4453
2497,REGULAR AIR,28-08-2012,4454
2630,REGULAR AIR,23-10-2012,4455
2657,DELIVERY TRUCK,18-10-2011,4456
2657,REGULAR AIR,17-10-2011,4457
2688,REGULAR AIR,24-01-2012,4458
2688,REGULAR AIR,25-01-2012,4459
2816,REGULAR AIR,20-09-2009,4460
2818,REGULAR AIR,13-12-2009,4461
2818,REGULAR AIR,12/12/2009,4462
3040,EXPRESS AIR,12/4/2010,4463
3108,REGULAR AIR,5/8/2010,4464
3459,EXPRESS AIR,29-07-2009,4465
3488,DELIVERY TRUCK,10/1/2011,4466
3488,REGULAR AIR,8/1/2011,4467
3492,REGULAR AIR,28-11-2009,4468
3492,DELIVERY TRUCK,23-11-2009,4469
3492,REGULAR AIR,23-11-2009,4470
3553,REGULAR AIR,18-05-2009,4471
3622,REGULAR AIR,1/12/2011,4472
3810,REGULAR AIR,18-09-2012,4473
3810,EXPRESS AIR,18-09-2012,4474
4451,REGULAR AIR,30-09-2009,4475
4516,REGULAR AIR,29-03-2009,4476
4578,REGULAR AIR,17-09-2012,4477
4578,REGULAR AIR,19-09-2012,4478
4611,DELIVERY TRUCK,9/1/2010,4479
5281,DELIVERY TRUCK,2/11/2011,4480
5281,REGULAR AIR,2/11/2011,4481
5635,REGULAR AIR,17-08-2012,4482
5696,REGULAR AIR,5/5/2011,4483
5921,EXPRESS AIR,13-04-2009,4484
6241,EXPRESS AIR,3/1/2010,4485
6241,REGULAR AIR,2/1/2010,4486
6406,REGULAR AIR,16-08-2009,4487
6625,DELIVERY TRUCK,17-08-2010,4488
6854,EXPRESS AIR,8/1/2009,4489
7335,REGULAR AIR,3/6/2010,4490
7457,REGULAR AIR,3/10/2010,4491
7457,REGULAR AIR,2/10/2010,4492
7653,REGULAR AIR,1/3/2012,4493
7783,REGULAR AIR,13-01-2012,4494
7905,DELIVERY TRUCK,7/6/2009,4495
8064,DELIVERY TRUCK,13-05-2011,4496
8130,REGULAR AIR,15-05-2012,4497
8294,REGULAR AIR,21-06-2012,4498
8384,DELIVERY TRUCK,6/5/2010,4499
8580,REGULAR AIR,22-03-2011,4500
8580,REGULAR AIR,23-03-2011,4501
8646,REGULAR AIR,11/4/2009,4502
8646,DELIVERY TRUCK,11/4/2009,4503
8646,EXPRESS AIR,11/4/2009,4504
8646,DELIVERY TRUCK,10/4/2009,4505
8993,EXPRESS AIR,30-05-2011,4506
8996,REGULAR AIR,6/6/2011,4507
8998,REGULAR AIR,7/1/2010,4508
8998,REGULAR AIR,5/1/2010,4509
8998,REGULAR AIR,8/1/2010,4510
9124,REGULAR AIR,16-10-2011,4511
9124,REGULAR AIR,21-10-2011,4512
9152,REGULAR AIR,20-08-2010,4513
9312,DELIVERY TRUCK,19-05-2012,4514
9700,REGULAR AIR,9/8/2011,4515
9826,REGULAR AIR,24-03-2012,4516
9954,DELIVERY TRUCK,20-06-2009,4517
9954,REGULAR AIR,21-06-2009,4518
10081,REGULAR AIR,8/8/2010,4519
10272,REGULAR AIR,19-01-2009,4520
10272,REGULAR AIR,17-01-2009,4521
10530,REGULAR AIR,29-01-2009,4522
11270,EXPRESS AIR,1/7/2011,4523
11431,REGULAR AIR,3/8/2012,4524
11431,REGULAR AIR,2/8/2012,4525
11815,REGULAR AIR,14-09-2011,4526
12097,REGULAR AIR,11/11/2010,4527
12097,EXPRESS AIR,9/11/2010,4528
12196,REGULAR AIR,3/6/2010,4529
12196,REGULAR AIR,2/6/2010,4530
12451,DELIVERY TRUCK,21-04-2010,4531
12451,EXPRESS AIR,21-04-2010,4532
12483,REGULAR AIR,4/8/2010,4533
12483,DELIVERY TRUCK,6/8/2010,4534
12483,REGULAR AIR,5/8/2010,4535
12867,EXPRESS AIR,11/3/2011,4536
12903,REGULAR AIR,27-09-2009,4537
13540,REGULAR AIR,23-05-2010,4538
13762,REGULAR AIR,24-06-2010,4539
13762,REGULAR AIR,23-06-2010,4540
14336,EXPRESS AIR,19-11-2009,4541
14400,REGULAR AIR,5/2/2009,4542
14400,DELIVERY TRUCK,5/2/2009,4543
14500,REGULAR AIR,26-06-2011,4544
14500,REGULAR AIR,25-06-2011,4545
14534,REGULAR AIR,18-07-2010,4546
14884,REGULAR AIR,29-09-2011,4547
15075,REGULAR AIR,4/10/2009,4548
15075,REGULAR AIR,6/10/2009,4549
15234,REGULAR AIR,13-03-2010,4550
15234,EXPRESS AIR,13-03-2010,4551
15270,REGULAR AIR,2/2/2009,4552
15296,REGULAR AIR,9/8/2012,4553
15335,REGULAR AIR,19-09-2010,4554
15712,DELIVERY TRUCK,6/12/2012,4555
15906,DELIVERY TRUCK,29-09-2010,4556
16005,REGULAR AIR,26-12-2012,4557
16225,REGULAR AIR,30-05-2009,4558
16262,EXPRESS AIR,8/1/2011,4559
16321,REGULAR AIR,3/10/2009,4560
16679,DELIVERY TRUCK,13-11-2009,4561
16775,REGULAR AIR,26-11-2012,4562
16834,REGULAR AIR,25-10-2010,4563
16837,DELIVERY TRUCK,22-01-2011,4564
16866,REGULAR AIR,7/2/2012,4565
17058,REGULAR AIR,2/1/2011,4566
17508,EXPRESS AIR,29-06-2012,4567
18592,REGULAR AIR,1/10/2012,4568
18757,EXPRESS AIR,29-05-2012,4569
18851,EXPRESS AIR,17-12-2012,4570
18853,REGULAR AIR,19-01-2010,4571
18884,DELIVERY TRUCK,25-06-2011,4572
18884,REGULAR AIR,26-06-2011,4573
19300,REGULAR AIR,17-12-2009,4574
19361,REGULAR AIR,2/10/2012,4575
19361,REGULAR AIR,30-09-2012,4576
19557,REGULAR AIR,3/11/2011,4577
19557,REGULAR AIR,30-10-2011,4578
19586,REGULAR AIR,3/11/2012,4579
19718,REGULAR AIR,29-06-2012,4580
19744,REGULAR AIR,16-03-2010,4581
20069,REGULAR AIR,28-09-2009,4582
20103,REGULAR AIR,12/2/2010,4583
20103,EXPRESS AIR,13-02-2010,4584
20135,REGULAR AIR,30-06-2009,4585
20135,DELIVERY TRUCK,2/7/2009,4586
20166,REGULAR AIR,8/3/2009,4587
20192,REGULAR AIR,13-10-2010,4588
20229,REGULAR AIR,6/11/2009,4589
20966,REGULAR AIR,22-09-2010,4590
20966,REGULAR AIR,25-09-2010,4591
21063,REGULAR AIR,19-04-2011,4592
21063,DELIVERY TRUCK,15-04-2011,4593
21412,REGULAR AIR,15-07-2011,4594
21412,REGULAR AIR,14-07-2011,4595
21442,DELIVERY TRUCK,1/1/2010,4596
21442,REGULAR AIR,1/1/2010,4597
21444,REGULAR AIR,16-04-2011,4598
21861,REGULAR AIR,20-08-2009,4599
21956,REGULAR AIR,3/2/2011,4600
22051,REGULAR AIR,1/1/2012,4601
22085,REGULAR AIR,11/3/2012,4602
22085,REGULAR AIR,9/3/2012,4603
22086,DELIVERY TRUCK,16-12-2011,4604
22118,REGULAR AIR,18-01-2009,4605
22304,REGULAR AIR,29-11-2011,4606
22919,REGULAR AIR,18-07-2009,4607
23041,REGULAR AIR,27-07-2010,4608
23041,REGULAR AIR,22-07-2010,4609
23041,DELIVERY TRUCK,27-07-2010,4610
23232,EXPRESS AIR,17-04-2010,4611
23232,REGULAR AIR,17-04-2010,4612
23232,REGULAR AIR,16-04-2010,4613
23270,DELIVERY TRUCK,17-03-2011,4614
23270,EXPRESS AIR,18-03-2011,4615
23618,REGULAR AIR,29-11-2012,4616
24033,DELIVERY TRUCK,4/1/2011,4617
24066,DELIVERY TRUCK,15-04-2012,4618
24162,REGULAR AIR,24-08-2009,4619
24162,DELIVERY TRUCK,23-08-2009,4620
24384,REGULAR AIR,28-03-2011,4621
24448,DELIVERY TRUCK,8/2/2012,4622
24452,REGULAR AIR,7/5/2009,4623
24544,EXPRESS AIR,27-01-2009,4624
24544,DELIVERY TRUCK,27-01-2009,4625
24544,REGULAR AIR,27-01-2009,4626
24865,REGULAR AIR,20-03-2012,4627
24902,REGULAR AIR,28-05-2010,4628
25348,REGULAR AIR,11/5/2012,4629
25350,REGULAR AIR,5/12/2010,4630
25541,REGULAR AIR,15-01-2009,4631
25601,REGULAR AIR,6/1/2009,4632
25828,REGULAR AIR,25-11-2010,4633
26176,REGULAR AIR,21-11-2011,4634
26176,REGULAR AIR,20-11-2011,4635
26337,REGULAR AIR,10/11/2009,4636
26503,REGULAR AIR,23-04-2011,4637
26503,REGULAR AIR,22-04-2011,4638
26657,REGULAR AIR,1/10/2012,4639
26787,EXPRESS AIR,21-09-2011,4640
26919,REGULAR AIR,12/12/2012,4641
26945,REGULAR AIR,5/2/2009,4642
27364,REGULAR AIR,22-05-2011,4643
27460,REGULAR AIR,13-05-2009,4644
27460,REGULAR AIR,14-05-2009,4645
27717,REGULAR AIR,29-10-2011,4646
27936,REGULAR AIR,9/7/2011,4647
28228,REGULAR AIR,12/7/2012,4648
28259,REGULAR AIR,6/11/2009,4649
28419,EXPRESS AIR,4/11/2009,4650
28614,REGULAR AIR,21-10-2009,4651
28741,REGULAR AIR,1/3/2011,4652
28769,REGULAR AIR,28-08-2010,4653
28928,REGULAR AIR,2/5/2010,4654
28928,REGULAR AIR,30-04-2010,4655
29058,REGULAR AIR,5/1/2010,4656
29058,REGULAR AIR,4/1/2010,4657
29058,REGULAR AIR,3/1/2010,4658
29127,REGULAR AIR,2/4/2009,4659
29191,DELIVERY TRUCK,29-06-2012,4660
29249,REGULAR AIR,17-06-2011,4661
29249,EXPRESS AIR,18-06-2011,4662
29347,REGULAR AIR,14-08-2012,4663
29478,REGULAR AIR,12/4/2010,4664
29991,REGULAR AIR,7/10/2012,4665
30853,REGULAR AIR,30-07-2011,4666
30886,REGULAR AIR,17-05-2012,4667
31042,DELIVERY TRUCK,20-11-2012,4668
31042,REGULAR AIR,20-11-2012,4669
31078,REGULAR AIR,11/2/2009,4670
31493,EXPRESS AIR,18-10-2009,4671
31555,REGULAR AIR,4/1/2012,4672
31555,DELIVERY TRUCK,7/1/2012,4673
31744,REGULAR AIR,10/9/2012,4674
31842,REGULAR AIR,17-07-2010,4675
31910,REGULAR AIR,30-10-2009,4676
32069,REGULAR AIR,21-11-2011,4677
32519,REGULAR AIR,13-10-2010,4678
32647,REGULAR AIR,20-11-2011,4679
32647,DELIVERY TRUCK,20-11-2011,4680
32966,DELIVERY TRUCK,2/2/2012,4681
32966,REGULAR AIR,30-01-2012,4682
33218,REGULAR AIR,8/1/2010,4683
33218,REGULAR AIR,7/1/2010,4684
33285,REGULAR AIR,20-01-2012,4685
33479,REGULAR AIR,20-09-2012,4686
33537,REGULAR AIR,15-08-2010,4687
33537,REGULAR AIR,14-08-2010,4688
33569,REGULAR AIR,1/9/2009,4689
33571,REGULAR AIR,14-10-2011,4690
33637,REGULAR AIR,26-11-2012,4691
33670,REGULAR AIR,29-04-2012,4692
33670,REGULAR AIR,28-04-2012,4693
33794,REGULAR AIR,24-02-2011,4694
33857,REGULAR AIR,30-04-2010,4695
34400,REGULAR AIR,28-12-2012,4696
34400,REGULAR AIR,29-12-2012,4697
34407,REGULAR AIR,31-07-2010,4698
34432,REGULAR AIR,8/4/2009,4699
34497,REGULAR AIR,11/3/2009,4700
34497,REGULAR AIR,12/3/2009,4701
34498,EXPRESS AIR,20-02-2009,4702
34498,REGULAR AIR,20-02-2009,4703
35045,REGULAR AIR,4/4/2012,4704
35265,REGULAR AIR,30-11-2010,4705
35265,DELIVERY TRUCK,30-11-2010,4706
35265,REGULAR AIR,1/12/2010,4707
35461,REGULAR AIR,1/6/2009,4708
35461,REGULAR AIR,2/6/2009,4709
35590,REGULAR AIR,3/12/2012,4710
35687,EXPRESS AIR,19-11-2011,4711
35776,REGULAR AIR,6/2/2009,4712
35782,REGULAR AIR,12/8/2011,4713
35782,DELIVERY TRUCK,10/8/2011,4714
35813,EXPRESS AIR,21-04-2009,4715
36003,REGULAR AIR,2/11/2010,4716
36102,REGULAR AIR,21-05-2010,4717
36295,REGULAR AIR,6/9/2010,4718
36323,REGULAR AIR,20-10-2010,4719
36354,REGULAR AIR,7/6/2012,4720
36512,DELIVERY TRUCK,29-03-2012,4721
36512,REGULAR AIR,31-03-2012,4722
36932,REGULAR AIR,12/7/2009,4723
37025,REGULAR AIR,11/11/2009,4724
37124,REGULAR AIR,1/4/2012,4725
37696,REGULAR AIR,11/7/2009,4726
37696,REGULAR AIR,9/7/2009,4727
37702,REGULAR AIR,12/6/2011,4728
37794,REGULAR AIR,26-03-2009,4729
37794,REGULAR AIR,28-03-2009,4730
37987,REGULAR AIR,4/7/2009,4731
37987,DELIVERY TRUCK,4/7/2009,4732
38340,REGULAR AIR,21-01-2009,4733
38528,REGULAR AIR,22-12-2011,4734
38786,DELIVERY TRUCK,20-06-2011,4735
38852,REGULAR AIR,3/11/2009,4736
39008,DELIVERY TRUCK,30-04-2011,4737
39331,EXPRESS AIR,14-09-2011,4738
39399,REGULAR AIR,19-12-2012,4739
39876,REGULAR AIR,15-04-2012,4740
39876,DELIVERY TRUCK,15-04-2012,4741
40032,DELIVERY TRUCK,7/12/2012,4742
40261,EXPRESS AIR,6/11/2009,4743
40261,REGULAR AIR,6/11/2009,4744
40706,EXPRESS AIR,22-01-2012,4745
40708,REGULAR AIR,13-10-2009,4746
40964,REGULAR AIR,26-05-2011,4747
42243,REGULAR AIR,13-03-2012,4748
42437,DELIVERY TRUCK,7/3/2012,4749
42437,REGULAR AIR,6/3/2012,4750
42887,REGULAR AIR,11/6/2012,4751
42887,REGULAR AIR,12/6/2012,4752
42887,DELIVERY TRUCK,12/6/2012,4753
43137,REGULAR AIR,27-02-2011,4754
43554,REGULAR AIR,2/11/2009,4755
43782,REGULAR AIR,15-11-2010,4756
43904,REGULAR AIR,3/5/2010,4757
43904,REGULAR AIR,2/5/2010,4758
43906,REGULAR AIR,9/2/2012,4759
44064,EXPRESS AIR,5/3/2010,4760
44064,REGULAR AIR,6/3/2010,4761
44224,REGULAR AIR,10/8/2010,4762
44325,REGULAR AIR,12/2/2009,4763
44422,REGULAR AIR,15-04-2012,4764
44609,REGULAR AIR,23-06-2011,4765
44609,EXPRESS AIR,22-06-2011,4766
44935,REGULAR AIR,20-11-2010,4767
45127,REGULAR AIR,30-12-2012,4768
45413,REGULAR AIR,9/6/2010,4769
45413,REGULAR AIR,8/6/2010,4770
45571,REGULAR AIR,24-09-2012,4771
45571,REGULAR AIR,25-09-2012,4772
45575,REGULAR AIR,12/4/2012,4773
45794,REGULAR AIR,26-09-2011,4774
45860,REGULAR AIR,12/8/2012,4775
46021,DELIVERY TRUCK,4/3/2009,4776
46147,REGULAR AIR,17-01-2011,4777
46147,EXPRESS AIR,17-01-2011,4778
46147,DELIVERY TRUCK,17-01-2011,4779
46211,REGULAR AIR,18-06-2010,4780
46241,REGULAR AIR,16-03-2009,4781
46244,DELIVERY TRUCK,3/7/2009,4782
46244,REGULAR AIR,4/7/2009,4783
46305,REGULAR AIR,3/8/2011,4784
46372,REGULAR AIR,26-02-2011,4785
46372,REGULAR AIR,27-02-2011,4786
46656,REGULAR AIR,17-07-2009,4787
46721,REGULAR AIR,14-09-2009,4788
46852,EXPRESS AIR,30-01-2012,4789
46852,REGULAR AIR,29-01-2012,4790
46949,REGULAR AIR,8/3/2010,4791
46951,REGULAR AIR,18-11-2011,4792
47075,DELIVERY TRUCK,19-10-2011,4793
47399,REGULAR AIR,1/8/2012,4794
47493,DELIVERY TRUCK,13-02-2009,4795
47777,REGULAR AIR,27-11-2012,4796
47844,DELIVERY TRUCK,14-12-2010,4797
47941,REGULAR AIR,8/8/2009,4798
48423,REGULAR AIR,31-10-2012,4799
48837,REGULAR AIR,20-07-2011,4800
48993,EXPRESS AIR,31-05-2012,4801
49123,REGULAR AIR,26-02-2009,4802
49220,REGULAR AIR,14-08-2011,4803
49409,REGULAR AIR,17-08-2011,4804
49479,DELIVERY TRUCK,29-07-2011,4805
49600,REGULAR AIR,12/3/2011,4806
49987,REGULAR AIR,21-01-2011,4807
50242,REGULAR AIR,21-07-2010,4808
50275,EXPRESS AIR,6/12/2009,4809
50275,REGULAR AIR,6/12/2009,4810
50403,REGULAR AIR,13-05-2012,4811
50405,REGULAR AIR,2/7/2011,4812
50464,REGULAR AIR,30-09-2011,4813
50465,REGULAR AIR,13-03-2011,4814
50469,REGULAR AIR,20-06-2010,4815
50789,REGULAR AIR,14-03-2011,4816
51044,REGULAR AIR,18-01-2012,4817
51044,DELIVERY TRUCK,22-01-2012,4818
51044,REGULAR AIR,25-01-2012,4819
51302,REGULAR AIR,26-08-2011,4820
51392,REGULAR AIR,13-11-2009,4821
51650,REGULAR AIR,3/6/2011,4822
51650,DELIVERY TRUCK,3/6/2011,4823
51652,EXPRESS AIR,11/4/2011,4824
51652,EXPRESS AIR,10/4/2011,4825
51876,REGULAR AIR,7/3/2012,4826
52070,REGULAR AIR,3/12/2009,4827
52160,EXPRESS AIR,6/7/2011,4828
52160,REGULAR AIR,5/7/2011,4829
52258,REGULAR AIR,17-02-2009,4830
52608,REGULAR AIR,25-01-2009,4831
52640,EXPRESS AIR,4/1/2011,4832
53412,REGULAR AIR,16-09-2009,4833
53568,DELIVERY TRUCK,29-06-2010,4834
53956,REGULAR AIR,9/8/2011,4835
54371,REGULAR AIR,15-02-2012,4836
54371,REGULAR AIR,17-02-2012,4837
54436,EXPRESS AIR,19-09-2009,4838
54436,REGULAR AIR,20-09-2009,4839
54464,REGULAR AIR,3/9/2009,4840
54464,REGULAR AIR,2/9/2009,4841
54468,REGULAR AIR,15-12-2009,4842
54819,REGULAR AIR,15-10-2009,4843
54819,REGULAR AIR,12/10/2009,4844
54819,REGULAR AIR,10/10/2009,4845
54882,REGULAR AIR,9/2/2011,4846
54882,REGULAR AIR,8/2/2011,4847
55042,EXPRESS AIR,10/12/2011,4848
55042,REGULAR AIR,9/12/2011,4849
55046,EXPRESS AIR,14-04-2009,4850
55297,REGULAR AIR,21-10-2010,4851
55360,REGULAR AIR,24-01-2009,4852
55360,DELIVERY TRUCK,23-01-2009,4853
55623,DELIVERY TRUCK,6/10/2012,4854
55650,REGULAR AIR,23-10-2011,4855
55651,REGULAR AIR,10/3/2012,4856
55651,REGULAR AIR,8/3/2012,4857
56322,REGULAR AIR,2/10/2011,4858
56608,REGULAR AIR,20-11-2009,4859
56612,REGULAR AIR,22-07-2009,4860
56835,REGULAR AIR,20-02-2010,4861
57058,EXPRESS AIR,9/5/2012,4862
57058,REGULAR AIR,10/5/2012,4863
57506,REGULAR AIR,13-02-2009,4864
57574,DELIVERY TRUCK,24-07-2012,4865
57602,REGULAR AIR,26-05-2012,4866
57921,REGULAR AIR,18-08-2010,4867
57921,REGULAR AIR,20-08-2010,4868
57958,EXPRESS AIR,1/3/2009,4869
58086,REGULAR AIR,11/3/2011,4870
58182,EXPRESS AIR,22-02-2009,4871
58342,REGULAR AIR,1/4/2011,4872
59174,EXPRESS AIR,3/1/2010,4873
59361,REGULAR AIR,31-08-2012,4874
59365,DELIVERY TRUCK,9/12/2009,4875
