"Order_ID";"Ship_Mode";"Ship_Date";"Ship_id";"ship_date_trimmed";"dd";"mm";"yyyy";"ddmmyyyy"
43906;"REGULAR AIR";"09-02-2012";4759;"09-02-2012";"09";"02";"2012";"09-02-2012"
44064;"EXPRESS AIR";"05-03-2010";4760;"05-03-2010";"05";"03";"2010";"05-03-2010"
44064;"REGULAR AIR";"06-03-2010";4761;"06-03-2010";"06";"03";"2010";"06-03-2010"
44224;"REGULAR AIR";"10-08-2010";4762;"10-08-2010";"10";"08";"2010";"10-08-2010"
44325;"REGULAR AIR";"12-02-2009";4763;"12-02-2009";"12";"02";"2009";"12-02-2009"
44422;"REGULAR AIR";"15-04-2012";4764;"15-04-2012";"15";"04";"2012";"15-04-2012"
44609;"REGULAR AIR";"23-06-2011";4765;"23-06-2011";"23";"06";"2011";"23-06-2011"
44609;"EXPRESS AIR";"22-06-2011";4766;"22-06-2011";"22";"06";"2011";"22-06-2011"
44935;"REGULAR AIR";"20-11-2010";4767;"20-11-2010";"20";"11";"2010";"20-11-2010"
45127;"REGULAR AIR";"30-12-2012";4768;"30-12-2012";"30";"12";"2012";"30-12-2012"
45413;"REGULAR AIR";"09-06-2010";4769;"09-06-2010";"09";"06";"2010";"09-06-2010"
45413;"REGULAR AIR";"08-06-2010";4770;"08-06-2010";"08";"06";"2010";"08-06-2010"
45571;"REGULAR AIR";"24-09-2012";4771;"24-09-2012";"24";"09";"2012";"24-09-2012"
45571;"REGULAR AIR";"25-09-2012";4772;"25-09-2012";"25";"09";"2012";"25-09-2012"
45575;"REGULAR AIR";"12-04-2012";4773;"12-04-2012";"12";"04";"2012";"12-04-2012"
45794;"REGULAR AIR";"26-09-2011";4774;"26-09-2011";"26";"09";"2011";"26-09-2011"
45860;"REGULAR AIR";"12-08-2012";4775;"12-08-2012";"12";"08";"2012";"12-08-2012"
46021;"DELIVERY TRUCK";"04-03-2009";4776;"04-03-2009";"04";"03";"2009";"04-03-2009"
46147;"REGULAR AIR";"17-01-2011";4777;"17-01-2011";"17";"01";"2011";"17-01-2011"
46147;"EXPRESS AIR";"17-01-2011";4778;"17-01-2011";"17";"01";"2011";"17-01-2011"
46147;"DELIVERY TRUCK";"17-01-2011";4779;"17-01-2011";"17";"01";"2011";"17-01-2011"
46211;"REGULAR AIR";"18-06-2010";4780;"18-06-2010";"18";"06";"2010";"18-06-2010"
46241;"REGULAR AIR";"16-03-2009";4781;"16-03-2009";"16";"03";"2009";"16-03-2009"
46244;"DELIVERY TRUCK";"03-07-2009";4782;"03-07-2009";"03";"07";"2009";"03-07-2009"
46244;"REGULAR AIR";"04-07-2009";4783;"04-07-2009";"04";"07";"2009";"04-07-2009"
46305;"REGULAR AIR";"03-08-2011";4784;"03-08-2011";"03";"08";"2011";"03-08-2011"
46372;"REGULAR AIR";"26-02-2011";4785;"26-02-2011";"26";"02";"2011";"26-02-2011"
46372;"REGULAR AIR";"27-02-2011";4786;"27-02-2011";"27";"02";"2011";"27-02-2011"
46656;"REGULAR AIR";"17-07-2009";4787;"17-07-2009";"17";"07";"2009";"17-07-2009"
46721;"REGULAR AIR";"14-09-2009";4788;"14-09-2009";"14";"09";"2009";"14-09-2009"
46852;"EXPRESS AIR";"30-01-2012";4789;"30-01-2012";"30";"01";"2012";"30-01-2012"
46852;"REGULAR AIR";"29-01-2012";4790;"29-01-2012";"29";"01";"2012";"29-01-2012"
46949;"REGULAR AIR";"08-03-2010";4791;"08-03-2010";"08";"03";"2010";"08-03-2010"
46951;"REGULAR AIR";"18-11-2011";4792;"18-11-2011";"18";"11";"2011";"18-11-2011"
47075;"DELIVERY TRUCK";"19-10-2011";4793;"19-10-2011";"19";"10";"2011";"19-10-2011"
47399;"REGULAR AIR";"01-08-2012";4794;"01-08-2012";"01";"08";"2012";"01-08-2012"
47493;"DELIVERY TRUCK";"13-02-2009";4795;"13-02-2009";"13";"02";"2009";"13-02-2009"
47777;"REGULAR AIR";"27-11-2012";4796;"27-11-2012";"27";"11";"2012";"27-11-2012"
47844;"DELIVERY TRUCK";"14-12-2010";4797;"14-12-2010";"14";"12";"2010";"14-12-2010"
47941;"REGULAR AIR";"08-08-2009";4798;"08-08-2009";"08";"08";"2009";"08-08-2009"
48423;"REGULAR AIR";"31-10-2012";4799;"31-10-2012";"31";"10";"2012";"31-10-2012"
48837;"REGULAR AIR";"20-07-2011";4800;"20-07-2011";"20";"07";"2011";"20-07-2011"
48993;"EXPRESS AIR";"31-05-2012";4801;"31-05-2012";"31";"05";"2012";"31-05-2012"
49123;"REGULAR AIR";"26-02-2009";4802;"26-02-2009";"26";"02";"2009";"26-02-2009"
49220;"REGULAR AIR";"14-08-2011";4803;"14-08-2011";"14";"08";"2011";"14-08-2011"
49409;"REGULAR AIR";"17-08-2011";4804;"17-08-2011";"17";"08";"2011";"17-08-2011"
49479;"DELIVERY TRUCK";"29-07-2011";4805;"29-07-2011";"29";"07";"2011";"29-07-2011"
49600;"REGULAR AIR";"12-03-2011";4806;"12-03-2011";"12";"03";"2011";"12-03-2011"
49987;"REGULAR AIR";"21-01-2011";4807;"21-01-2011";"21";"01";"2011";"21-01-2011"
50242;"REGULAR AIR";"21-07-2010";4808;"21-07-2010";"21";"07";"2010";"21-07-2010"
50275;"EXPRESS AIR";"06-12-2009";4809;"06-12-2009";"06";"12";"2009";"06-12-2009"
50275;"REGULAR AIR";"06-12-2009";4810;"06-12-2009";"06";"12";"2009";"06-12-2009"
50403;"REGULAR AIR";"13-05-2012";4811;"13-05-2012";"13";"05";"2012";"13-05-2012"
50405;"REGULAR AIR";"02-07-2011";4812;"02-07-2011";"02";"07";"2011";"02-07-2011"
50464;"REGULAR AIR";"30-09-2011";4813;"30-09-2011";"30";"09";"2011";"30-09-2011"
50465;"REGULAR AIR";"13-03-2011";4814;"13-03-2011";"13";"03";"2011";"13-03-2011"
50469;"REGULAR AIR";"20-06-2010";4815;"20-06-2010";"20";"06";"2010";"20-06-2010"
50789;"REGULAR AIR";"14-03-2011";4816;"14-03-2011";"14";"03";"2011";"14-03-2011"
51044;"REGULAR AIR";"18-01-2012";4817;"18-01-2012";"18";"01";"2012";"18-01-2012"
51044;"DELIVERY TRUCK";"22-01-2012";4818;"22-01-2012";"22";"01";"2012";"22-01-2012"
51044;"REGULAR AIR";"25-01-2012";4819;"25-01-2012";"25";"01";"2012";"25-01-2012"
51302;"REGULAR AIR";"26-08-2011";4820;"26-08-2011";"26";"08";"2011";"26-08-2011"
51392;"REGULAR AIR";"13-11-2009";4821;"13-11-2009";"13";"11";"2009";"13-11-2009"
51650;"REGULAR AIR";"03-06-2011";4822;"03-06-2011";"03";"06";"2011";"03-06-2011"
51650;"DELIVERY TRUCK";"03-06-2011";4823;"03-06-2011";"03";"06";"2011";"03-06-2011"
51652;"EXPRESS AIR";"11-04-2011";4824;"11-04-2011";"11";"04";"2011";"11-04-2011"
51652;"EXPRESS AIR";"10-04-2011";4825;"10-04-2011";"10";"04";"2011";"10-04-2011"
51876;"REGULAR AIR";"07-03-2012";4826;"07-03-2012";"07";"03";"2012";"07-03-2012"
52070;"REGULAR AIR";"03-12-2009";4827;"03-12-2009";"03";"12";"2009";"03-12-2009"
52160;"EXPRESS AIR";"06-07-2011";4828;"06-07-2011";"06";"07";"2011";"06-07-2011"
52160;"REGULAR AIR";"05-07-2011";4829;"05-07-2011";"05";"07";"2011";"05-07-2011"
52258;"REGULAR AIR";"17-02-2009";4830;"17-02-2009";"17";"02";"2009";"17-02-2009"
52608;"REGULAR AIR";"25-01-2009";4831;"25-01-2009";"25";"01";"2009";"25-01-2009"
52640;"EXPRESS AIR";"04-01-2011";4832;"04-01-2011";"04";"01";"2011";"04-01-2011"
53412;"REGULAR AIR";"16-09-2009";4833;"16-09-2009";"16";"09";"2009";"16-09-2009"
53568;"DELIVERY TRUCK";"29-06-2010";4834;"29-06-2010";"29";"06";"2010";"29-06-2010"
53956;"REGULAR AIR";"09-08-2011";4835;"09-08-2011";"09";"08";"2011";"09-08-2011"
54371;"REGULAR AIR";"15-02-2012";4836;"15-02-2012";"15";"02";"2012";"15-02-2012"
54371;"REGULAR AIR";"17-02-2012";4837;"17-02-2012";"17";"02";"2012";"17-02-2012"
54436;"EXPRESS AIR";"19-09-2009";4838;"19-09-2009";"19";"09";"2009";"19-09-2009"
54436;"REGULAR AIR";"20-09-2009";4839;"20-09-2009";"20";"09";"2009";"20-09-2009"
54464;"REGULAR AIR";"03-09-2009";4840;"03-09-2009";"03";"09";"2009";"03-09-2009"
54464;"REGULAR AIR";"02-09-2009";4841;"02-09-2009";"02";"09";"2009";"02-09-2009"
54468;"REGULAR AIR";"15-12-2009";4842;"15-12-2009";"15";"12";"2009";"15-12-2009"
54819;"REGULAR AIR";"15-10-2009";4843;"15-10-2009";"15";"10";"2009";"15-10-2009"
54819;"REGULAR AIR";"12-10-2009";4844;"12-10-2009";"12";"10";"2009";"12-10-2009"
54819;"REGULAR AIR";"10-10-2009";4845;"10-10-2009";"10";"10";"2009";"10-10-2009"
54882;"REGULAR AIR";"09-02-2011";4846;"09-02-2011";"09";"02";"2011";"09-02-2011"
54882;"REGULAR AIR";"08-02-2011";4847;"08-02-2011";"08";"02";"2011";"08-02-2011"
55042;"EXPRESS AIR";"10-12-2011";4848;"10-12-2011";"10";"12";"2011";"10-12-2011"
55042;"REGULAR AIR";"09-12-2011";4849;"09-12-2011";"09";"12";"2011";"09-12-2011"
55046;"EXPRESS AIR";"14-04-2009";4850;"14-04-2009";"14";"04";"2009";"14-04-2009"
55297;"REGULAR AIR";"21-10-2010";4851;"21-10-2010";"21";"10";"2010";"21-10-2010"
55360;"REGULAR AIR";"24-01-2009";4852;"24-01-2009";"24";"01";"2009";"24-01-2009"
55360;"DELIVERY TRUCK";"23-01-2009";4853;"23-01-2009";"23";"01";"2009";"23-01-2009"
55623;"DELIVERY TRUCK";"06-10-2012";4854;"06-10-2012";"06";"10";"2012";"06-10-2012"
55650;"REGULAR AIR";"23-10-2011";4855;"23-10-2011";"23";"10";"2011";"23-10-2011"
55651;"REGULAR AIR";"10-03-2012";4856;"10-03-2012";"10";"03";"2012";"10-03-2012"
55651;"REGULAR AIR";"08-03-2012";4857;"08-03-2012";"08";"03";"2012";"08-03-2012"
56322;"REGULAR AIR";"02-10-2011";4858;"02-10-2011";"02";"10";"2011";"02-10-2011"
56608;"REGULAR AIR";"20-11-2009";4859;"20-11-2009";"20";"11";"2009";"20-11-2009"
56612;"REGULAR AIR";"22-07-2009";4860;"22-07-2009";"22";"07";"2009";"22-07-2009"
56835;"REGULAR AIR";"20-02-2010";4861;"20-02-2010";"20";"02";"2010";"20-02-2010"
57058;"EXPRESS AIR";"09-05-2012";4862;"09-05-2012";"09";"05";"2012";"09-05-2012"
57058;"REGULAR AIR";"10-05-2012";4863;"10-05-2012";"10";"05";"2012";"10-05-2012"
57506;"REGULAR AIR";"13-02-2009";4864;"13-02-2009";"13";"02";"2009";"13-02-2009"
57574;"DELIVERY TRUCK";"24-07-2012";4865;"24-07-2012";"24";"07";"2012";"24-07-2012"
57602;"REGULAR AIR";"26-05-2012";4866;"26-05-2012";"26";"05";"2012";"26-05-2012"
57921;"REGULAR AIR";"18-08-2010";4867;"18-08-2010";"18";"08";"2010";"18-08-2010"
57921;"REGULAR AIR";"20-08-2010";4868;"20-08-2010";"20";"08";"2010";"20-08-2010"
57958;"EXPRESS AIR";"01-03-2009";4869;"01-03-2009";"01";"03";"2009";"01-03-2009"
58086;"REGULAR AIR";"11-03-2011";4870;"11-03-2011";"11";"03";"2011";"11-03-2011"
58182;"EXPRESS AIR";"22-02-2009";4871;"22-02-2009";"22";"02";"2009";"22-02-2009"
58342;"REGULAR AIR";"01-04-2011";4872;"01-04-2011";"01";"04";"2011";"01-04-2011"
59174;"EXPRESS AIR";"03-01-2010";4873;"03-01-2010";"03";"01";"2010";"03-01-2010"
59361;"REGULAR AIR";"31-08-2012";4874;"31-08-2012";"31";"08";"2012";"31-08-2012"
59365;"DELIVERY TRUCK";"09-12-2009";4875;"09-12-2009";"09";"12";"2009";"09-12-2009"
59492;"REGULAR AIR";"01-11-2012";4876;"01-11-2012";"01";"11";"2012";"01-11-2012"
59684;"DELIVERY TRUCK";"15-01-2011";4877;"15-01-2011";"15";"01";"2011";"15-01-2011"
59684;"EXPRESS AIR";"16-01-2011";4878;"16-01-2011";"16";"01";"2011";"16-01-2011"
59684;"REGULAR AIR";"17-01-2011";4879;"17-01-2011";"17";"01";"2011";"17-01-2011"
59684;"REGULAR AIR";"30-12-2010";4880;"30-12-2010";"30";"12";"2010";"30-12-2010"
229;"REGULAR AIR";"29-12-2010";4881;"29-12-2010";"29";"12";"2010";"29-12-2010"
512;"REGULAR AIR";"19-05-2011";4882;"19-05-2011";"19";"05";"2011";"19-05-2011"
512;"EXPRESS AIR";"21-05-2011";4883;"21-05-2011";"21";"05";"2011";"21-05-2011"
1287;"REGULAR AIR";"06-07-2009";4884;"06-07-2009";"06";"07";"2009";"06-07-2009"
1895;"REGULAR AIR";"31-05-2009";4885;"31-05-2009";"31";"05";"2009";"31-05-2009"
2023;"REGULAR AIR";"05-05-2012";4886;"05-05-2012";"05";"05";"2012";"05-05-2012"
2023;"REGULAR AIR";"07-05-2012";4887;"07-05-2012";"07";"05";"2012";"07-05-2012"
2593;"EXPRESS AIR";"05-09-2010";4888;"05-09-2010";"05";"09";"2010";"05-09-2010"
2593;"DELIVERY TRUCK";"04-09-2010";4889;"04-09-2010";"04";"09";"2010";"04-09-2010"
3461;"REGULAR AIR";"01-02-2010";4890;"01-02-2010";"01";"02";"2010";"01-02-2010"
3554;"REGULAR AIR";"25-06-2011";4891;"25-06-2011";"25";"06";"2011";"25-06-2011"
4166;"REGULAR AIR";"27-02-2010";4892;"27-02-2010";"27";"02";"2010";"27-02-2010"
5059;"EXPRESS AIR";"11-11-2010";4893;"11-11-2010";"11";"11";"2010";"11-11-2010"
5254;"REGULAR AIR";"27-07-2012";4894;"27-07-2012";"27";"07";"2012";"27-07-2012"
5575;"REGULAR AIR";"23-07-2011";4895;"23-07-2011";"23";"07";"2011";"23-07-2011"
5954;"DELIVERY TRUCK";"04-12-2012";4896;"04-12-2012";"04";"12";"2012";"04-12-2012"
6018;"REGULAR AIR";"20-08-2012";4897;"20-08-2012";"20";"08";"2012";"20-08-2012"
6018;"REGULAR AIR";"23-08-2012";4898;"23-08-2012";"23";"08";"2012";"23-08-2012"
6336;"EXPRESS AIR";"30-08-2011";4899;"30-08-2011";"30";"08";"2011";"30-08-2011"
7559;"REGULAR AIR";"14-10-2010";4900;"14-10-2010";"14";"10";"2010";"14-10-2010"
7559;"REGULAR AIR";"13-10-2010";4901;"13-10-2010";"13";"10";"2010";"13-10-2010"
8070;"REGULAR AIR";"29-01-2012";4902;"29-01-2012";"29";"01";"2012";"29-01-2012"
8259;"DELIVERY TRUCK";"18-04-2009";4903;"18-04-2009";"18";"04";"2009";"18-04-2009"
8642;"REGULAR AIR";"17-01-2010";4904;"17-01-2010";"17";"01";"2010";"17-01-2010"
8803;"REGULAR AIR";"21-12-2012";4905;"21-12-2012";"21";"12";"2012";"21-12-2012"
8803;"REGULAR AIR";"23-12-2012";4906;"23-12-2012";"23";"12";"2012";"23-12-2012"
9383;"REGULAR AIR";"18-03-2009";4907;"18-03-2009";"18";"03";"2009";"18-03-2009"
10278;"DELIVERY TRUCK";"19-09-2011";4908;"19-09-2011";"19";"09";"2011";"19-09-2011"
10949;"DELIVERY TRUCK";"31-03-2009";4909;"31-03-2009";"31";"03";"2009";"31-03-2009"
11335;"REGULAR AIR";"22-10-2009";4910;"22-10-2009";"22";"10";"2009";"22-10-2009"
11335;"DELIVERY TRUCK";"23-10-2009";4911;"23-10-2009";"23";"10";"2009";"23-10-2009"
12355;"REGULAR AIR";"29-05-2011";4912;"29-05-2011";"29";"05";"2011";"29-05-2011"
13127;"DELIVERY TRUCK";"03-08-2010";4913;"03-08-2010";"03";"08";"2010";"03-08-2010"
14978;"DELIVERY TRUCK";"28-05-2010";4914;"28-05-2010";"28";"05";"2010";"28-05-2010"
14978;"REGULAR AIR";"28-05-2010";4915;"28-05-2010";"28";"05";"2010";"28-05-2010"
15751;"REGULAR AIR";"16-08-2009";4916;"16-08-2009";"16";"08";"2009";"16-08-2009"
15815;"REGULAR AIR";"03-05-2009";4917;"03-05-2009";"03";"05";"2009";"03-05-2009"
15815;"REGULAR AIR";"01-05-2009";4918;"01-05-2009";"01";"05";"2009";"01-05-2009"
16737;"REGULAR AIR";"21-06-2011";4919;"21-06-2011";"21";"06";"2011";"21-06-2011"
17124;"EXPRESS AIR";"26-10-2009";4920;"26-10-2009";"26";"10";"2009";"26-10-2009"
17666;"REGULAR AIR";"10-09-2010";4921;"10-09-2010";"10";"09";"2010";"10-09-2010"
17666;"REGULAR AIR";"08-09-2010";4922;"08-09-2010";"08";"09";"2010";"08-09-2010"
19075;"REGULAR AIR";"27-09-2009";4923;"27-09-2009";"27";"09";"2009";"27-09-2009"
21220;"DELIVERY TRUCK";"25-12-2012";4924;"25-12-2012";"25";"12";"2012";"25-12-2012"
21600;"REGULAR AIR";"11-04-2010";4925;"11-04-2010";"11";"04";"2010";"11-04-2010"
22117;"EXPRESS AIR";"13-08-2010";4926;"13-08-2010";"13";"08";"2010";"13-08-2010"
22117;"REGULAR AIR";"15-08-2010";4927;"15-08-2010";"15";"08";"2010";"15-08-2010"
22211;"REGULAR AIR";"05-10-2011";4928;"05-10-2011";"05";"10";"2011";"05-10-2011"
22211;"DELIVERY TRUCK";"04-10-2011";4929;"04-10-2011";"04";"10";"2011";"04-10-2011"
22404;"REGULAR AIR";"23-11-2010";4930;"23-11-2010";"23";"11";"2010";"23-11-2010"
23362;"REGULAR AIR";"29-08-2010";4931;"29-08-2010";"29";"08";"2010";"29-08-2010"
23399;"EXPRESS AIR";"29-12-2010";4932;"29-12-2010";"29";"12";"2010";"29-12-2010"
23781;"REGULAR AIR";"02-11-2011";4933;"02-11-2011";"02";"11";"2011";"02-11-2011"
23812;"DELIVERY TRUCK";"27-07-2012";4934;"27-07-2012";"27";"07";"2012";"27-07-2012"
24199;"REGULAR AIR";"17-06-2009";4935;"17-06-2009";"17";"06";"2009";"17-06-2009"
25155;"REGULAR AIR";"27-01-2010";4936;"27-01-2010";"27";"01";"2010";"27-01-2010"
25155;"EXPRESS AIR";"25-01-2010";4937;"25-01-2010";"25";"01";"2010";"25-01-2010"
26084;"EXPRESS AIR";"21-10-2012";4938;"21-10-2012";"21";"10";"2012";"21-10-2012"
26146;"REGULAR AIR";"18-10-2009";4939;"18-10-2009";"18";"10";"2009";"18-10-2009"
26146;"REGULAR AIR";"20-10-2009";4940;"20-10-2009";"20";"10";"2009";"20-10-2009"
26529;"DELIVERY TRUCK";"01-02-2011";4941;"01-02-2011";"01";"02";"2011";"01-02-2011"
26693;"EXPRESS AIR";"23-08-2010";4942;"23-08-2010";"23";"08";"2010";"23-08-2010"
26948;"REGULAR AIR";"23-11-2011";4943;"23-11-2011";"23";"11";"2011";"23-11-2011"
26951;"REGULAR AIR";"09-04-2010";4944;"09-04-2010";"09";"04";"2010";"09-04-2010"
27141;"REGULAR AIR";"05-02-2010";4945;"05-02-2010";"05";"02";"2010";"05-02-2010"
27302;"REGULAR AIR";"12-09-2012";4946;"12-09-2012";"12";"09";"2012";"12-09-2012"
27426;"REGULAR AIR";"25-02-2010";4947;"25-02-2010";"25";"02";"2010";"25-02-2010"
27426;"EXPRESS AIR";"02-03-2010";4948;"02-03-2010";"02";"03";"2010";"02-03-2010"
27810;"EXPRESS AIR";"30-01-2010";4949;"30-01-2010";"30";"01";"2010";"30-01-2010"
28674;"REGULAR AIR";"16-08-2011";4950;"16-08-2011";"16";"08";"2011";"16-08-2011"
28742;"REGULAR AIR";"29-04-2012";4951;"29-04-2012";"29";"04";"2012";"29-04-2012"
28742;"DELIVERY TRUCK";"06-05-2012";4952;"06-05-2012";"06";"05";"2012";"06-05-2012"
28772;"REGULAR AIR";"07-02-2009";4953;"07-02-2009";"07";"02";"2009";"07-02-2009"
28772;"EXPRESS AIR";"08-02-2009";4954;"08-02-2009";"08";"02";"2009";"08-02-2009"
29152;"REGULAR AIR";"27-07-2011";4955;"27-07-2011";"27";"07";"2011";"27-07-2011"
29152;"REGULAR AIR";"23-07-2011";4956;"23-07-2011";"23";"07";"2011";"23-07-2011"
29639;"REGULAR AIR";"19-04-2011";4957;"19-04-2011";"19";"04";"2011";"19-04-2011"
30407;"REGULAR AIR";"17-04-2009";4958;"17-04-2009";"17";"04";"2009";"17-04-2009"
31175;"EXPRESS AIR";"29-09-2009";4959;"29-09-2009";"29";"09";"2009";"29-09-2009"
32455;"REGULAR AIR";"24-09-2010";4960;"24-09-2010";"24";"09";"2010";"24-09-2010"
32484;"DELIVERY TRUCK";"05-02-2011";4961;"05-02-2011";"05";"02";"2011";"05-02-2011"
34402;"REGULAR AIR";"04-05-2010";4962;"04-05-2010";"04";"05";"2010";"04-05-2010"
34402;"EXPRESS AIR";"05-05-2010";4963;"05-05-2010";"05";"05";"2010";"05-05-2010"
34723;"DELIVERY TRUCK";"11-12-2012";4964;"11-12-2012";"11";"12";"2012";"11-12-2012"
34723;"DELIVERY TRUCK";"12-12-2012";4965;"12-12-2012";"12";"12";"2012";"12-12-2012"
34723;"REGULAR AIR";"11-12-2012";4966;"11-12-2012";"11";"12";"2012";"11-12-2012"
34757;"EXPRESS AIR";"30-05-2012";4967;"30-05-2012";"30";"05";"2012";"30-05-2012"
34913;"REGULAR AIR";"24-11-2011";4968;"24-11-2011";"24";"11";"2011";"24-11-2011"
35136;"REGULAR AIR";"09-10-2009";4969;"09-10-2009";"09";"10";"2009";"09-10-2009"
35299;"REGULAR AIR";"12-08-2012";4970;"12-08-2012";"12";"08";"2012";"12-08-2012"
36676;"DELIVERY TRUCK";"27-08-2011";4971;"27-08-2011";"27";"08";"2011";"27-08-2011"
36676;"REGULAR AIR";"26-08-2011";4972;"26-08-2011";"26";"08";"2011";"26-08-2011"
36708;"REGULAR AIR";"21-09-2011";4973;"21-09-2011";"21";"09";"2011";"21-09-2011"
36835;"REGULAR AIR";"22-10-2009";4974;"22-10-2009";"22";"10";"2009";"22-10-2009"
36835;"REGULAR AIR";"21-10-2009";4975;"21-10-2009";"21";"10";"2009";"21-10-2009"
37127;"REGULAR AIR";"03-10-2010";4976;"03-10-2010";"03";"10";"2010";"03-10-2010"
37667;"REGULAR AIR";"03-12-2011";4977;"03-12-2011";"03";"12";"2011";"03-12-2011"
37825;"REGULAR AIR";"24-07-2009";4978;"24-07-2009";"24";"07";"2009";"24-07-2009"
37825;"REGULAR AIR";"29-07-2009";4979;"29-07-2009";"29";"07";"2009";"29-07-2009"
37861;"REGULAR AIR";"30-12-2011";4980;"30-12-2011";"30";"12";"2011";"30-12-2011"
37926;"REGULAR AIR";"10-09-2009";4981;"10-09-2009";"10";"09";"2009";"10-09-2009"
38304;"REGULAR AIR";"24-03-2011";4982;"24-03-2011";"24";"03";"2011";"24-03-2011"
38978;"DELIVERY TRUCK";"05-08-2009";4983;"05-08-2009";"05";"08";"2009";"05-08-2009"
39267;"REGULAR AIR";"20-01-2010";4984;"20-01-2010";"20";"01";"2010";"20-01-2010"
39267;"REGULAR AIR";"19-01-2010";4985;"19-01-2010";"19";"01";"2010";"19-01-2010"
40772;"REGULAR AIR";"14-02-2012";4986;"14-02-2012";"14";"02";"2012";"14-02-2012"
40928;"REGULAR AIR";"17-09-2009";4987;"17-09-2009";"17";"09";"2009";"17-09-2009"
41216;"REGULAR AIR";"02-07-2009";4988;"02-07-2009";"02";"07";"2009";"02-07-2009"
41216;"DELIVERY TRUCK";"03-07-2009";4989;"03-07-2009";"03";"07";"2009";"03-07-2009"
42310;"REGULAR AIR";"22-07-2009";4990;"22-07-2009";"22";"07";"2009";"22-07-2009"
42403;"REGULAR AIR";"21-06-2009";4991;"21-06-2009";"21";"06";"2009";"21-06-2009"
43138;"REGULAR AIR";"18-03-2012";4992;"18-03-2012";"18";"03";"2012";"18-03-2012"
43138;"DELIVERY TRUCK";"16-03-2012";4993;"16-03-2012";"16";"03";"2012";"16-03-2012"
43206;"EXPRESS AIR";"24-08-2009";4994;"24-08-2009";"24";"08";"2009";"24-08-2009"
43207;"REGULAR AIR";"13-06-2010";4995;"13-06-2010";"13";"06";"2010";"13-06-2010"
43207;"REGULAR AIR";"16-06-2010";4996;"16-06-2010";"16";"06";"2010";"16-06-2010"
43207;"REGULAR AIR";"11-06-2010";4997;"11-06-2010";"11";"06";"2010";"11-06-2010"
43650;"REGULAR AIR";"24-03-2009";4998;"24-03-2009";"24";"03";"2009";"24-03-2009"
43650;"REGULAR AIR";"25-03-2009";4999;"25-03-2009";"25";"03";"2009";"25-03-2009"
44290;"REGULAR AIR";"23-03-2010";5000;"23-03-2010";"23";"03";"2010";"23-03-2010"
44613;"REGULAR AIR";"31-08-2010";5001;"31-08-2010";"31";"08";"2010";"31-08-2010"
44965;"REGULAR AIR";"06-10-2011";5002;"06-10-2011";"06";"10";"2011";"06-10-2011"
45733;"REGULAR AIR";"07-12-2010";5003;"07-12-2010";"07";"12";"2010";"07-12-2010"
45893;"REGULAR AIR";"27-05-2011";5004;"27-05-2011";"27";"05";"2011";"27-05-2011"
46113;"EXPRESS AIR";"03-12-2009";5005;"03-12-2009";"03";"12";"2009";"03-12-2009"
46311;"REGULAR AIR";"25-07-2011";5006;"25-07-2011";"25";"07";"2011";"25-07-2011"
46311;"REGULAR AIR";"26-07-2011";5007;"26-07-2011";"26";"07";"2011";"26-07-2011"
46311;"REGULAR AIR";"27-07-2011";5008;"27-07-2011";"27";"07";"2011";"27-07-2011"
47398;"DELIVERY TRUCK";"19-06-2011";5009;"19-06-2011";"19";"06";"2011";"19-06-2011"
47554;"DELIVERY TRUCK";"13-03-2010";5010;"13-03-2010";"13";"03";"2010";"13-03-2010"
47554;"REGULAR AIR";"20-03-2010";5011;"20-03-2010";"20";"03";"2010";"20-03-2010"
48135;"REGULAR AIR";"19-04-2009";5012;"19-04-2009";"19";"04";"2009";"19-04-2009"
49346;"REGULAR AIR";"08-05-2011";5013;"08-05-2011";"08";"05";"2011";"08-05-2011"
49346;"REGULAR AIR";"06-05-2011";5014;"06-05-2011";"06";"05";"2011";"06-05-2011"
49735;"REGULAR AIR";"24-09-2009";5015;"24-09-2009";"24";"09";"2009";"24-09-2009"
50087;"REGULAR AIR";"17-05-2010";5016;"17-05-2010";"17";"05";"2010";"17-05-2010"
50466;"EXPRESS AIR";"30-06-2012";5017;"30-06-2012";"30";"06";"2012";"30-06-2012"
50501;"REGULAR AIR";"31-05-2009";5018;"31-05-2009";"31";"05";"2009";"31-05-2009"
50818;"REGULAR AIR";"08-10-2012";5019;"08-10-2012";"08";"10";"2012";"08-10-2012"
50852;"REGULAR AIR";"13-06-2011";5020;"13-06-2011";"13";"06";"2011";"13-06-2011"
52068;"REGULAR AIR";"13-01-2012";5021;"13-01-2012";"13";"01";"2012";"13-01-2012"
52068;"DELIVERY TRUCK";"13-01-2012";5022;"13-01-2012";"13";"01";"2012";"13-01-2012"
52068;"DELIVERY TRUCK";"14-01-2012";5023;"14-01-2012";"14";"01";"2012";"14-01-2012"
52068;"DELIVERY TRUCK";"15-01-2012";5024;"15-01-2012";"15";"01";"2012";"15-01-2012"
52641;"REGULAR AIR";"10-10-2010";5025;"10-10-2010";"10";"10";"2010";"10-10-2010"
53378;"EXPRESS AIR";"14-07-2012";5026;"14-07-2012";"14";"07";"2012";"14-07-2012"
53378;"REGULAR AIR";"14-07-2012";5027;"14-07-2012";"14";"07";"2012";"14-07-2012"
55136;"REGULAR AIR";"11-10-2010";5028;"11-10-2010";"11";"10";"2010";"11-10-2010"
