"Order_ID";"Order_Date";"Order_Priority";"Ord_id";"DaysTakenForDelivery";"Date_Ordered"
28675;"2009-10-08";"CRITICAL";179;0;""
28736;"2009-04-21";"HIGH";2434;0;""
28737;"2011-10-03";"CRITICAL";4593;0;""
28738;"2012-08-10";"MEDIUM";4171;0;""
28741;"2011-02-28";"NOT SPECIFIED";3356;0;""
28742;"2012-04-29";"LOW";3577;0;""
28769;"2010-08-28";"LOW";3357;0;""
28772;"2009-02-06";"HIGH";3578;0;""
28773;"2011-02-10";"LOW";5106;0;""
28774;"2009-01-01";"HIGH";2898;0;""
28802;"2010-11-04";"HIGH";549;0;""
28805;"2011-04-02";"MEDIUM";1486;0;""
28807;"2011-03-31";"HIGH";4594;0;""
28832;"2010-09-24";"MEDIUM";4595;0;""
28835;"2012-03-31";"NOT SPECIFIED";2435;0;""
28836;"2010-10-24";"HIGH";405;0;""
28839;"2009-04-28";"LOW";550;0;""
28867;"2011-07-22";"MEDIUM";3873;0;""
28868;"2012-04-05";"HIGH";631;0;""
28870;"2011-11-10";"HIGH";180;0;""
28871;"2012-04-15";"HIGH";181;0;""
28897;"2009-08-24";"MEDIUM";1487;0;""
28898;"2011-05-28";"LOW";783;0;""
28899;"2012-06-14";"LOW";3874;0;""
28901;"2012-06-11";"HIGH";784;0;""
28928;"2010-04-30";"LOW";3358;0;""
28929;"2012-10-09";"MEDIUM";3971;0;""
28932;"2010-07-21";"LOW";1488;0;""
28933;"2009-07-09";"CRITICAL";4596;0;""
28934;"2012-11-28";"MEDIUM";5421;0;""
28963;"2011-12-04";"NOT SPECIFIED";3772;0;""
28992;"2011-09-19";"CRITICAL";2281;0;""
28995;"2010-05-12";"HIGH";406;0;""
28999;"2009-01-10";"HIGH";2992;0;""
29028;"2011-02-05";"CRITICAL";3153;0;""
29030;"2012-01-02";"MEDIUM";182;0;""
29058;"2010-01-03";"HIGH";3359;0;""
29090;"2012-01-16";"MEDIUM";4597;0;""
29095;"2011-03-08";"NOT SPECIFIED";183;0;""
29120;"2010-05-12";"LOW";4172;0;""
29121;"2010-04-11";"MEDIUM";407;0;""
29127;"2009-03-31";"CRITICAL";3360;0;""
29152;"2011-07-23";"LOW";3579;0;""
29156;"2010-02-24";"LOW";3154;0;""
29158;"2011-10-20";"HIGH";942;0;""
29185;"2010-01-20";"HIGH";785;0;""
29187;"2009-07-31";"LOW";5186;0;""
29191;"2012-06-28";"MEDIUM";3361;0;""
29216;"2012-12-29";"CRITICAL";3773;0;""
29218;"2012-05-29";"LOW";5422;0;""
29219;"2009-04-10";"NOT SPECIFIED";1489;0;""
29220;"2012-12-29";"MEDIUM";2436;0;""
29221;"2012-05-29";"HIGH";4598;0;""
29223;"2012-01-20";"HIGH";2130;0;""
29249;"2011-06-13";"LOW";3362;0;""
29252;"2009-08-06";"LOW";551;0;""
29255;"2011-12-03";"LOW";2685;0;""
29280;"2012-03-28";"MEDIUM";2023;0;""
29282;"2012-11-28";"MEDIUM";3155;0;""
29284;"2009-04-10";"MEDIUM";4599;0;""
29286;"2009-07-28";"CRITICAL";5423;0;""
29287;"2009-07-02";"HIGH";184;0;""
29317;"2011-10-02";"NOT SPECIFIED";5187;0;""
29318;"2011-06-30";"NOT SPECIFIED";1166;0;""
29319;"2009-01-24";"LOW";408;0;""
29346;"2009-08-16";"LOW";2024;0;""
29347;"2012-08-12";"MEDIUM";3363;0;""
29349;"2010-06-10";"HIGH";2025;0;""
29350;"2009-08-25";"HIGH";2213;0;""
29351;"2011-10-03";"MEDIUM";2131;0;""
29376;"2012-08-11";"CRITICAL";3083;0;""
29380;"2009-04-27";"NOT SPECIFIED";1254;0;""
29382;"2010-11-17";"HIGH";409;0;""
29383;"2011-11-18";"MEDIUM";2686;0;""
29408;"2010-05-02";"NOT SPECIFIED";786;0;""
29409;"2011-01-13";"HIGH";943;0;""
29410;"2009-09-17";"CRITICAL";1490;0;""
29411;"2012-04-06";"HIGH";1491;0;""
29445;"2010-09-29";"HIGH";410;0;""
29473;"2012-02-15";"MEDIUM";2026;0;""
29475;"2010-02-22";"HIGH";1492;0;""
29478;"2010-04-09";"HIGH";3364;0;""
29504;"2010-09-23";"NOT SPECIFIED";4173;0;""
29505;"2012-12-27";"MEDIUM";4600;0;""
29506;"2011-06-14";"CRITICAL";2132;0;""
29507;"2012-02-09";"LOW";2687;0;""
29510;"2011-04-15";"CRITICAL";185;0;""
29536;"2012-09-07";"MEDIUM";5424;0;""
29537;"2012-09-19";"LOW";1493;0;""
29539;"2011-04-23";"HIGH";3722;0;""
29569;"2011-07-03";"HIGH";5425;0;""
29572;"2010-06-03";"NOT SPECIFIED";2688;0;""
29573;"2012-01-16";"CRITICAL";1733;0;""
29607;"2012-03-13";"MEDIUM";2899;0;""
29633;"2009-06-22";"CRITICAL";2133;0;""
29637;"2009-05-25";"HIGH";4282;0;""
29639;"2011-04-17";"CRITICAL";3580;0;""
29666;"2011-12-30";"NOT SPECIFIED";2214;0;""
29667;"2009-07-24";"NOT SPECIFIED";1824;0;""
29671;"2010-03-22";"CRITICAL";1494;0;""
29700;"2010-04-06";"MEDIUM";2215;0;""
29730;"2010-06-16";"CRITICAL";2900;0;""
29761;"2012-07-03";"MEDIUM";5041;0;""
29762;"2010-08-03";"CRITICAL";411;0;""
29764;"2012-07-22";"CRITICAL";2134;0;""
29766;"2009-03-21";"MEDIUM";3084;0;""
29767;"2011-02-05";"HIGH";4893;0;""
29795;"2011-11-25";"HIGH";186;0;""
29797;"2010-06-26";"HIGH";1926;0;""
29826;"2009-09-24";"CRITICAL";4894;0;""
29827;"2011-07-14";"CRITICAL";5426;0;""
29831;"2012-03-29";"CRITICAL";4601;0;""
29856;"2012-06-08";"MEDIUM";1296;0;""
29857;"2009-12-12";"MEDIUM";632;0;""
29860;"2009-09-13";"CRITICAL";1205;0;""
29861;"2012-04-25";"CRITICAL";187;0;""
29862;"2011-06-19";"MEDIUM";1734;0;""
29889;"2009-12-04";"NOT SPECIFIED";2689;0;""
29893;"2012-06-16";"MEDIUM";2027;0;""
29894;"2010-09-07";"LOW";2690;0;""
29895;"2010-10-20";"MEDIUM";1495;0;""
29921;"2012-03-23";"MEDIUM";633;0;""
29926;"2012-03-22";"MEDIUM";5427;0;""
29927;"2012-11-07";"HIGH";1078;0;""
29953;"2011-02-07";"CRITICAL";1079;0;""
29956;"2009-08-14";"CRITICAL";944;0;""
29957;"2010-03-13";"CRITICAL";3019;0;""
29958;"2011-01-06";"HIGH";2135;0;""
29985;"2012-07-11";"CRITICAL";787;0;""
29986;"2011-07-03";"CRITICAL";788;0;""
29988;"2009-06-12";"HIGH";5188;0;""
29991;"2012-10-05";"LOW";3365;0;""
30016;"2009-01-03";"CRITICAL";1167;0;""
30023;"2010-10-15";"LOW";1825;0;""
30048;"2011-06-13";"MEDIUM";412;0;""
30051;"2012-03-20";"NOT SPECIFIED";5189;0;""
30053;"2009-02-01";"CRITICAL";3156;0;""
30054;"2012-09-01";"NOT SPECIFIED";2691;0;""
30081;"2011-12-17";"HIGH";3157;0;""
30083;"2009-01-08";"NOT SPECIFIED";3972;0;""
30114;"2010-08-16";"LOW";2437;0;""
30144;"2011-08-06";"LOW";2901;0;""
30147;"2012-06-17";"NOT SPECIFIED";789;0;""
30149;"2010-12-12";"MEDIUM";790;0;""
30150;"2010-10-04";"CRITICAL";2282;0;""
30151;"2011-01-29";"NOT SPECIFIED";2283;0;""
30176;"2009-04-19";"LOW";4062;0;""
30208;"2012-07-16";"LOW";2692;0;""
30211;"2010-06-07";"MEDIUM";5190;0;""
30214;"2009-10-04";"LOW";3158;0;""
30215;"2009-02-26";"MEDIUM";1826;0;""
30243;"2010-05-05";"CRITICAL";413;0;""
30276;"2011-08-26";"LOW";2284;0;""
30278;"2009-09-30";"LOW";3085;0;""
30279;"2011-12-07";"CRITICAL";2285;0;""
30308;"2010-03-21";"MEDIUM";1496;0;""
30310;"2012-04-26";"MEDIUM";791;0;""
30336;"2010-01-29";"MEDIUM";2438;0;""
30341;"2009-01-31";"LOW";945;0;""
30343;"2012-05-21";"CRITICAL";3875;0;""
30369;"2011-03-24";"CRITICAL";2693;0;""
30372;"2010-08-30";"HIGH";414;0;""
30374;"2010-03-21";"CRITICAL";3668;0;""
30375;"2012-05-03";"LOW";4063;0;""
30401;"2012-10-18";"MEDIUM";5191;0;""
30403;"2012-07-10";"HIGH";5297;0;""
30405;"2012-04-28";"LOW";3774;0;""
30407;"2009-04-17";"LOW";3581;0;""
30433;"2010-06-09";"MEDIUM";1735;0;""
30436;"2012-07-07";"LOW";1497;0;""
30467;"2009-08-15";"CRITICAL";946;0;""
30469;"2012-12-25";"NOT SPECIFIED";4283;0;""
30497;"2011-02-06";"CRITICAL";3159;0;""
30499;"2012-10-30";"HIGH";415;0;""
30532;"2011-11-26";"HIGH";1736;0;""
30564;"2009-02-26";"CRITICAL";3669;0;""
30565;"2011-07-26";"MEDIUM";4064;0;""
30566;"2011-07-01";"LOW";4895;0;""
30567;"2009-01-14";"NOT SPECIFIED";4065;0;""
30593;"2011-07-25";"CRITICAL";3020;0;""
30597;"2012-08-05";"HIGH";1737;0;""
30599;"2012-02-10";"NOT SPECIFIED";2993;0;""
30625;"2010-02-08";"CRITICAL";4174;0;""
30626;"2011-04-25";"CRITICAL";3086;0;""
30657;"2011-05-10";"HIGH";3876;0;""
30658;"2011-03-26";"MEDIUM";188;0;""
30659;"2011-09-13";"CRITICAL";634;0;""
30660;"2012-09-05";"CRITICAL";635;0;""
30720;"2012-09-27";"LOW";2028;0;""
30725;"2009-12-28";"MEDIUM";2439;0;""
30726;"2009-11-25";"MEDIUM";2694;0;""
30727;"2012-07-25";"MEDIUM";2695;0;""
30754;"2010-11-25";"LOW";2216;0;""
30757;"2010-12-26";"MEDIUM";5192;0;""
30759;"2009-05-08";"NOT SPECIFIED";4602;0;""
30784;"2012-05-07";"MEDIUM";2440;0;""
30785;"2009-07-03";"HIGH";947;0;""
30786;"2012-07-16";"MEDIUM";5107;0;""
30787;"2011-09-27";"HIGH";1206;0;""
30820;"2011-04-09";"CRITICAL";1498;0;""
30848;"2011-05-01";"MEDIUM";4603;0;""
30851;"2010-09-21";"LOW";3087;0;""
30852;"2009-05-14";"CRITICAL";4896;0;""
30853;"2011-07-27";"MEDIUM";3366;0;""
30883;"2010-08-21";"MEDIUM";636;0;""
30884;"2010-09-26";"LOW";2029;0;""
30885;"2010-06-21";"HIGH";4604;0;""
30886;"2012-05-12";"LOW";3367;0;""
30887;"2010-07-07";"CRITICAL";4605;0;""
30913;"2012-09-22";"MEDIUM";5428;0;""
30915;"2009-01-16";"LOW";2696;0;""
30917;"2010-11-01";"LOW";3160;0;""
30944;"2011-06-22";"CRITICAL";3973;0;""
30947;"2010-07-14";"LOW";189;0;""
30976;"2012-10-24";"HIGH";3775;0;""
30981;"2011-02-15";"LOW";1738;0;""
31040;"2010-09-14";"NOT SPECIFIED";2441;0;""
31042;"2012-11-19";"MEDIUM";3368;0;""
31043;"2009-07-15";"HIGH";5070;0;""
31046;"2011-02-07";"CRITICAL";1499;0;""
31072;"2010-11-29";"LOW";2697;0;""
31073;"2010-07-25";"MEDIUM";2698;0;""
31077;"2010-10-23";"NOT SPECIFIED";190;0;""
31078;"2009-02-10";"CRITICAL";3369;0;""
31106;"2012-02-16";"LOW";3723;0;""
31109;"2011-10-28";"LOW";4981;0;""
31111;"2009-08-24";"NOT SPECIFIED";191;0;""
31138;"2009-01-21";"HIGH";2699;0;""
31140;"2011-02-01";"CRITICAL";3724;0;""
31169;"2011-06-09";"LOW";192;0;""
31170;"2012-01-27";"MEDIUM";3725;0;""
31171;"2009-04-08";"NOT SPECIFIED";948;0;""
31173;"2012-08-18";"LOW";2700;0;""
31174;"2009-03-26";"NOT SPECIFIED";4175;0;""
31175;"2009-09-26";"CRITICAL";3582;0;""
31204;"2010-08-21";"LOW";4897;0;""
31232;"2012-08-29";"HIGH";2994;0;""
31233;"2011-09-24";"LOW";4606;0;""
31237;"2011-07-29";"NOT SPECIFIED";5193;0;""
31238;"2010-08-22";"MEDIUM";1080;0;""
31239;"2010-08-28";"LOW";2995;0;""
31266;"2012-10-03";"HIGH";2902;0;""
31270;"2012-11-23";"MEDIUM";193;0;""
31271;"2011-04-20";"LOW";5429;0;""
31297;"2012-08-18";"LOW";949;0;""
31301;"2010-10-18";"LOW";1500;0;""
31302;"2012-08-01";"HIGH";4176;0;""
31303;"2011-03-20";"LOW";2030;0;""
31330;"2010-06-01";"HIGH";3877;0;""
31364;"2009-05-01";"NOT SPECIFIED";194;0;""
31392;"2010-05-06";"LOW";2031;0;""
31393;"2012-05-11";"CRITICAL";195;0;""
31399;"2011-11-05";"NOT SPECIFIED";5430;0;""
31426;"2009-08-05";"LOW";792;0;""
31456;"2012-11-15";"HIGH";2903;0;""
31460;"2012-08-26";"HIGH";4284;0;""
31461;"2011-06-27";"MEDIUM";4607;0;""
31492;"2010-10-15";"CRITICAL";196;0;""
31493;"2009-10-17";"HIGH";3370;0;""
31495;"2010-08-04";"LOW";1501;0;""
31520;"2011-11-28";"HIGH";3726;0;""
31522;"2010-05-25";"MEDIUM";2904;0;""
31523;"2012-03-08";"LOW";1502;0;""
31524;"2011-06-26";"LOW";4608;0;""
31552;"2012-11-11";"HIGH";1503;0;""
31553;"2009-01-10";"CRITICAL";950;0;""
31555;"2012-01-04";"CRITICAL";3371;0;""
31556;"2011-07-27";"CRITICAL";3878;0;""
31558;"2011-07-23";"LOW";197;0;""
31586;"2012-03-21";"LOW";4066;0;""
31590;"2010-06-05";"CRITICAL";4609;0;""
31616;"2010-08-28";"CRITICAL";2136;0;""
31618;"2011-07-11";"CRITICAL";198;0;""
31619;"2009-09-17";"LOW";4610;0;""
31620;"2011-08-11";"CRITICAL";3670;0;""
31648;"2011-08-20";"HIGH";3879;0;""
31650;"2010-08-11";"NOT SPECIFIED";2217;0;""
31681;"2012-11-07";"NOT SPECIFIED";3161;0;""
31682;"2010-03-09";"LOW";1927;0;""
31684;"2012-09-16";"CRITICAL";199;0;""
31687;"2011-05-19";"HIGH";4067;0;""
31715;"2009-01-09";"NOT SPECIFIED";2032;0;""
31718;"2010-11-27";"LOW";3088;0;""
31744;"2012-09-09";"MEDIUM";3372;0;""
31751;"2011-05-26";"HIGH";1739;0;""
31777;"2011-10-19";"NOT SPECIFIED";3162;0;""
31780;"2010-01-29";"MEDIUM";3671;0;""
31781;"2009-01-16";"MEDIUM";200;0;""
31809;"2010-07-28";"HIGH";5108;0;""
31810;"2009-05-21";"CRITICAL";5042;0;""
31812;"2011-07-31";"HIGH";2701;0;""
31842;"2010-07-16";"MEDIUM";3373;0;""
31844;"2011-07-02";"NOT SPECIFIED";5298;0;""
31845;"2012-10-22";"LOW";1827;0;""
31846;"2011-08-13";"CRITICAL";2442;0;""
31847;"2009-12-18";"LOW";4068;0;""
31872;"2010-09-06";"LOW";793;0;""
31873;"2009-11-08";"LOW";1740;0;""
31874;"2012-09-15";"HIGH";794;0;""
31876;"2011-05-07";"HIGH";3672;0;""
31877;"2009-06-29";"MEDIUM";1504;0;""
31878;"2011-12-18";"MEDIUM";5109;0;""
31907;"2010-05-18";"LOW";2137;0;""
31910;"2009-10-29";"MEDIUM";3374;0;""
31938;"2011-07-27";"MEDIUM";795;0;""
31939;"2011-06-25";"HIGH";4285;0;""
31941;"2009-03-18";"MEDIUM";552;0;""
31973;"2011-05-12";"NOT SPECIFIED";4177;0;""
32000;"2012-09-13";"LOW";1741;0;""
32001;"2011-10-28";"LOW";2138;0;""
32002;"2010-07-20";"LOW";2702;0;""
32007;"2011-02-05";"LOW";5431;0;""
32036;"2011-10-05";"MEDIUM";1255;0;""
32037;"2009-02-16";"LOW";1505;0;""
32038;"2009-06-17";"LOW";2443;0;""
32065;"2011-12-02";"MEDIUM";2444;0;""
32067;"2012-03-12";"HIGH";1081;0;""
32069;"2011-11-19";"NOT SPECIFIED";2139;0;""
32070;"2009-07-17";"MEDIUM";3089;0;""
32099;"2010-05-05";"NOT SPECIFIED";4611;0;""
32100;"2012-05-23";"MEDIUM";3880;0;""
32101;"2009-12-26";"LOW";4178;0;""
32102;"2012-12-14";"MEDIUM";2140;0;""
32129;"2011-07-02";"CRITICAL";4612;0;""
32131;"2010-12-27";"CRITICAL";1506;0;""
32135;"2010-11-25";"HIGH";1507;0;""
32164;"2010-02-02";"NOT SPECIFIED";5432;0;""
32165;"2012-10-14";"NOT SPECIFIED";4982;0;""
32192;"2012-02-18";"NOT SPECIFIED";5194;0;""
32193;"2010-10-20";"LOW";201;0;""
32195;"2009-11-25";"MEDIUM";1508;0;""
32198;"2011-11-09";"MEDIUM";1082;0;""
32199;"2009-07-15";"HIGH";416;0;""
32228;"2010-11-04";"CRITICAL";5433;0;""
32229;"2010-08-30";"HIGH";202;0;""
32230;"2012-08-19";"HIGH";1509;0;""
32231;"2012-11-01";"LOW";1083;0;""
32291;"2009-11-05";"MEDIUM";4613;0;""
32292;"2012-02-15";"LOW";2218;0;""
32295;"2009-01-07";"HIGH";1256;0;""
32323;"2010-07-23";"HIGH";2703;0;""
32325;"2012-11-01";"CRITICAL";4983;0;""
32326;"2010-10-31";"HIGH";2445;0;""
32327;"2012-08-07";"LOW";417;0;""
32355;"2009-05-20";"NOT SPECIFIED";5071;0;""
32356;"2012-10-10";"NOT SPECIFIED";3673;0;""
32386;"2012-04-18";"CRITICAL";5434;0;""
32389;"2010-10-31";"MEDIUM";1928;0;""
32418;"2009-01-05";"NOT SPECIFIED";553;0;""
32420;"2009-07-29";"MEDIUM";1929;0;""
32449;"2012-12-09";"CRITICAL";5299;0;""
32450;"2011-12-19";"MEDIUM";2141;0;""
32451;"2009-03-24";"NOT SPECIFIED";1510;0;""
32452;"2011-07-18";"MEDIUM";1084;0;""
32454;"2011-03-31";"CRITICAL";2704;0;""
32455;"2010-09-23";"HIGH";3583;0;""
32484;"2011-02-04";"NOT SPECIFIED";3584;0;""
32513;"2012-02-02";"LOW";4898;0;""
32516;"2010-10-24";"CRITICAL";2705;0;""
32519;"2010-10-08";"LOW";3375;0;""
32546;"2011-03-18";"CRITICAL";2142;0;""
32580;"2011-09-15";"HIGH";1297;0;""
32582;"2009-06-25";"NOT SPECIFIED";796;0;""
32608;"2012-05-22";"HIGH";2706;0;""
32610;"2012-08-19";"NOT SPECIFIED";5435;0;""
32611;"2009-08-27";"MEDIUM";797;0;""
32613;"2011-12-16";"LOW";2446;0;""
32640;"2012-09-15";"HIGH";2286;0;""
32641;"2010-03-21";"HIGH";4899;0;""
32642;"2012-03-29";"MEDIUM";1511;0;""
32647;"2011-11-18";"HIGH";3376;0;""
32675;"2009-11-03";"HIGH";3881;0;""
32676;"2009-02-01";"CRITICAL";418;0;""
32706;"2009-07-04";"CRITICAL";951;0;""
32710;"2009-11-16";"HIGH";3163;0;""
32737;"2009-10-28";"HIGH";1742;0;""
32741;"2009-02-15";"LOW";2447;0;""
32743;"2010-05-07";"CRITICAL";203;0;""
32800;"2009-01-21";"NOT SPECIFIED";5300;0;""
32803;"2011-12-16";"MEDIUM";1512;0;""
32804;"2012-09-09";"MEDIUM";3882;0;""
32806;"2011-06-21";"CRITICAL";204;0;""
32806;"2011-06-21";"HIGH";3883;0;""
32834;"2010-08-27";"CRITICAL";1513;0;""
32835;"2012-07-07";"MEDIUM";419;0;""
32868;"2009-01-17";"NOT SPECIFIED";4069;0;""
32869;"2009-03-27";"MEDIUM";420;0;""
32871;"2012-10-26";"HIGH";637;0;""
32901;"2011-01-10";"CRITICAL";798;0;""
32902;"2012-03-03";"HIGH";2287;0;""
32903;"2012-07-26";"LOW";2448;0;""
32929;"2011-05-02";"LOW";4179;0;""
32931;"2010-02-15";"LOW";4984;0;""
32932;"2010-01-09";"LOW";4614;0;""
32965;"2011-02-24";"HIGH";2033;0;""
32966;"2012-01-26";"LOW";3377;0;""
32994;"2012-09-16";"CRITICAL";5436;0;""
32996;"2010-12-17";"CRITICAL";3884;0;""
32998;"2010-09-29";"NOT SPECIFIED";1085;0;""
32999;"2009-04-14";"LOW";1828;0;""
33025;"2009-01-24";"LOW";2288;0;""
33029;"2012-05-31";"HIGH";2143;0;""
33031;"2012-08-24";"HIGH";2449;0;""
33060;"2010-02-19";"HIGH";3164;0;""
33061;"2011-07-15";"HIGH";2144;0;""
33090;"2009-08-05";"MEDIUM";2996;0;""
33091;"2011-01-25";"HIGH";1086;0;""
33095;"2009-02-15";"NOT SPECIFIED";4615;0;""
33122;"2010-06-19";"LOW";952;0;""
33123;"2010-11-24";"MEDIUM";205;0;""
33126;"2011-11-12";"CRITICAL";4616;0;""
33152;"2010-11-21";"CRITICAL";2450;0;""
33154;"2010-08-03";"CRITICAL";2289;0;""
33159;"2012-04-27";"MEDIUM";206;0;""
33184;"2012-02-13";"NOT SPECIFIED";3885;0;""
33186;"2012-08-28";"LOW";207;0;""
33189;"2009-11-20";"LOW";4985;0;""
33217;"2009-03-12";"HIGH";2451;0;""
33218;"2010-01-06";"NOT SPECIFIED";3378;0;""
33219;"2011-12-10";"HIGH";1514;0;""
33220;"2009-04-15";"NOT SPECIFIED";3776;0;""
33222;"2012-06-19";"MEDIUM";4617;0;""
33250;"2009-06-25";"NOT SPECIFIED";1087;0;""
33253;"2011-11-30";"NOT SPECIFIED";2034;0;""
33254;"2011-11-03";"NOT SPECIFIED";3165;0;""
33255;"2010-06-24";"CRITICAL";1168;0;""
33283;"2010-03-20";"MEDIUM";5437;0;""
33284;"2012-03-31";"LOW";799;0;""
33285;"2012-01-19";"HIGH";3379;0;""
33287;"2011-04-22";"CRITICAL";800;0;""
33317;"2009-05-11";"HIGH";4618;0;""
33319;"2009-03-27";"NOT SPECIFIED";2905;0;""
33350;"2009-07-21";"NOT SPECIFIED";3974;0;""
33377;"2011-07-31";"HIGH";208;0;""
33378;"2012-04-27";"HIGH";1088;0;""
33414;"2012-02-10";"NOT SPECIFIED";4180;0;""
33444;"2012-10-06";"MEDIUM";209;0;""
33445;"2012-08-02";"LOW";4619;0;""
33473;"2011-01-04";"LOW";3674;0;""
33477;"2012-10-19";"HIGH";1515;0;""
33478;"2010-06-14";"HIGH";2145;0;""
33479;"2012-09-18";"CRITICAL";3380;0;""
33505;"2010-09-25";"LOW";1257;0;""
33510;"2011-12-02";"HIGH";2707;0;""
33537;"2010-08-13";"MEDIUM";3381;0;""
33540;"2011-06-06";"LOW";2146;0;""
33541;"2012-06-19";"CRITICAL";2708;0;""
33568;"2012-07-21";"MEDIUM";5195;0;""
33569;"2009-08-28";"LOW";3382;0;""
33570;"2012-12-16";"NOT SPECIFIED";953;0;""
33571;"2011-10-11";"MEDIUM";3383;0;""
33573;"2010-10-04";"CRITICAL";2709;0;""
33600;"2010-10-06";"LOW";638;0;""
33604;"2011-08-18";"HIGH";4620;0;""
33605;"2012-04-03";"CRITICAL";3166;0;""
33606;"2012-03-01";"HIGH";2452;0;""
33632;"2010-03-13";"CRITICAL";639;0;""
33634;"2010-08-31";"NOT SPECIFIED";5196;0;""
33635;"2009-07-12";"HIGH";2906;0;""
33637;"2012-11-24";"LOW";3384;0;""
33665;"2011-05-25";"LOW";640;0;""
33666;"2012-07-16";"NOT SPECIFIED";2453;0;""
33670;"2012-04-27";"HIGH";3385;0;""
33696;"2009-05-07";"HIGH";4621;0;""
33699;"2009-07-26";"LOW";1930;0;""
33700;"2011-04-07";"LOW";5072;0;""
33701;"2009-10-01";"MEDIUM";3777;0;""
33702;"2012-09-02";"NOT SPECIFIED";4622;0;""
33703;"2010-02-06";"NOT SPECIFIED";210;0;""
33729;"2012-09-19";"NOT SPECIFIED";4900;0;""
33731;"2012-10-08";"HIGH";3886;0;""
33732;"2009-08-28";"NOT SPECIFIED";801;0;""
33734;"2011-10-17";"NOT SPECIFIED";211;0;""
33761;"2012-08-04";"HIGH";2290;0;""
33763;"2010-09-23";"NOT SPECIFIED";421;0;""
33764;"2011-02-10";"CRITICAL";2454;0;""
33793;"2012-06-27";"CRITICAL";3778;0;""
33794;"2011-02-22";"CRITICAL";3386;0;""
33797;"2009-01-11";"NOT SPECIFIED";1931;0;""
33824;"2011-03-02";"CRITICAL";5301;0;""
33826;"2010-12-19";"LOW";4286;0;""
33857;"2010-04-29";"CRITICAL";3387;0;""
33862;"2010-06-22";"NOT SPECIFIED";2147;0;""
33888;"2009-08-20";"NOT SPECIFIED";212;0;""
33889;"2010-11-06";"LOW";1089;0;""
33893;"2012-09-20";"NOT SPECIFIED";954;0;""
33894;"2010-06-14";"CRITICAL";213;0;""
33921;"2010-03-30";"LOW";2455;0;""
33922;"2010-02-27";"NOT SPECIFIED";214;0;""
33923;"2009-01-07";"LOW";4623;0;""
33924;"2012-10-18";"NOT SPECIFIED";4624;0;""
33925;"2011-05-03";"LOW";5197;0;""
33956;"2012-01-19";"LOW";2456;0;""
33958;"2011-02-02";"CRITICAL";1932;0;""
33959;"2009-07-31";"CRITICAL";2035;0;""
33987;"2011-10-25";"HIGH";2997;0;""
33988;"2009-01-10";"MEDIUM";2907;0;""
34017;"2009-03-23";"HIGH";1298;0;""
34022;"2012-11-03";"NOT SPECIFIED";2457;0;""
34048;"2011-03-28";"LOW";422;0;""
34082;"2011-10-28";"NOT SPECIFIED";1516;0;""
34083;"2012-02-05";"NOT SPECIFIED";4901;0;""
34086;"2012-04-29";"HIGH";1258;0;""
34087;"2009-07-24";"LOW";2908;0;""
34112;"2011-09-01";"CRITICAL";3887;0;""
34117;"2012-02-07";"HIGH";5438;0;""
34148;"2012-08-21";"CRITICAL";2458;0;""
34151;"2011-09-09";"NOT SPECIFIED";4287;0;""
34177;"2009-08-15";"HIGH";215;0;""
34179;"2011-11-02";"NOT SPECIFIED";5302;0;""
34180;"2011-09-03";"HIGH";3167;0;""
34182;"2012-10-17";"CRITICAL";2459;0;""
34209;"2010-08-24";"HIGH";1259;0;""
34211;"2012-02-13";"NOT SPECIFIED";1517;0;""
34215;"2011-05-14";"HIGH";216;0;""
34241;"2012-10-08";"LOW";554;0;""
34243;"2011-02-11";"HIGH";4625;0;""
34244;"2010-09-29";"LOW";1518;0;""
34245;"2010-02-07";"MEDIUM";5303;0;""
34246;"2010-10-07";"CRITICAL";217;0;""
34275;"2009-07-01";"LOW";423;0;""
34279;"2012-03-28";"NOT SPECIFIED";4626;0;""
34309;"2012-09-06";"HIGH";2291;0;""
34311;"2009-09-05";"HIGH";4986;0;""
34337;"2010-05-14";"MEDIUM";2460;0;""
34338;"2010-06-30";"LOW";5198;0;""
34371;"2010-04-01";"MEDIUM";2710;0;""
34374;"2009-06-30";"LOW";5199;0;""
34400;"2012-12-24";"LOW";3388;0;""
34402;"2010-05-02";"HIGH";3585;0;""
34406;"2012-09-28";"MEDIUM";4627;0;""
34407;"2010-07-31";"LOW";3389;0;""
34432;"2009-04-07";"NOT SPECIFIED";3390;0;""
34434;"2011-05-09";"NOT SPECIFIED";641;0;""
34435;"2009-08-05";"LOW";802;0;""
34438;"2010-12-11";"HIGH";424;0;""
34470;"2012-02-01";"CRITICAL";2148;0;""
34497;"2009-03-10";"MEDIUM";3391;0;""
34498;"2009-02-15";"LOW";3392;0;""
34499;"2010-07-18";"MEDIUM";3779;0;""
34530;"2010-08-30";"LOW";2711;0;""
34532;"2012-12-11";"LOW";4902;0;""
34562;"2010-08-24";"LOW";2712;0;""
34565;"2009-07-13";"MEDIUM";5200;0;""
34567;"2009-04-26";"LOW";1090;0;""
34595;"2012-07-19";"MEDIUM";2292;0;""
34596;"2011-08-31";"CRITICAL";4181;0;""
34597;"2010-12-16";"MEDIUM";4628;0;""
34599;"2010-03-03";"LOW";955;0;""
34631;"2009-10-23";"NOT SPECIFIED";218;0;""
34657;"2010-05-05";"LOW";2461;0;""
